Date,Open,High,Low,Close
09/18/2024 15:55,157.784,157.83,157.74,157.761
09/18/2024 15:50,157.794,157.831,157.76,157.79
09/18/2024 15:45,157.826,157.84,157.72,157.797
09/18/2024 15:40,157.763,157.8326108702901,157.75,157.832
09/18/2024 15:35,157.749,157.772,157.7,157.767
09/18/2024 15:30,157.835,157.844,157.73,157.768
09/18/2024 15:25,157.8,157.87,157.76,157.845
09/18/2024 15:20,157.803,157.8341116299755,157.74,157.8
09/18/2024 15:15,157.809,157.844412572407,157.78,157.795
09/18/2024 15:10,157.82,157.844,157.75,157.827
09/18/2024 15:05,157.827,157.845,157.74,157.782
09/18/2024 15:00,157.875,157.905,157.79,157.833
09/18/2024 14:55,157.887,157.936,157.84,157.895
09/18/2024 14:50,157.747,157.886,157.71,157.877
09/18/2024 14:45,157.681,157.73,157.64,157.708
09/18/2024 14:40,157.677,157.699,157.63,157.678
09/18/2024 14:35,157.666,157.678,157.58,157.66
09/18/2024 14:30,157.747,157.787,157.63,157.664
09/18/2024 14:25,157.719,157.751,157.66,157.736
09/18/2024 14:20,157.767,157.832,157.67,157.685
09/18/2024 14:15,157.727,157.809,157.69,157.8
09/18/2024 14:10,157.754,157.785,157.68,157.726
09/18/2024 14:05,157.838,157.881,157.74,157.774
09/18/2024 14:00,157.853,157.8742261613148,157.77,157.837
09/18/2024 13:55,157.836,157.9086830180697,157.79,157.818
09/18/2024 13:50,157.955,157.993,157.84,157.891
09/18/2024 13:45,157.978,157.985,157.91,157.934
09/18/2024 13:40,157.967,158.023,157.93,157.97
09/18/2024 13:35,157.96,157.987,157.92,157.97
09/18/2024 13:30,157.939,157.942,157.81,157.936
09/18/2024 13:25,157.86,157.931,157.84,157.922
09/18/2024 13:20,157.798,157.867,157.76,157.851
09/18/2024 13:15,157.773,157.842,157.75,157.78
09/18/2024 13:10,157.713,157.803,157.66,157.796
09/18/2024 13:05,157.769,157.8,157.71,157.745
09/18/2024 13:00,157.846,157.851,157.74,157.764
09/18/2024 12:55,157.857,157.899,157.79,157.849
09/18/2024 12:50,157.759,157.867,157.73,157.856
09/18/2024 12:45,157.74,157.792,157.7,157.73
09/18/2024 12:40,157.761,157.811,157.7,157.72
09/18/2024 12:35,157.78,157.8,157.69,157.774
09/18/2024 12:30,157.83,157.925,157.76,157.784
09/18/2024 12:25,157.886,157.89,157.83,157.865
09/18/2024 12:20,157.919,157.928,157.83,157.889
09/18/2024 12:15,158.017,158.024,157.92,157.95
09/18/2024 12:10,157.937,157.951,157.87,157.937
09/18/2024 12:05,157.818,157.887,157.76,157.88
09/18/2024 12:00,157.803,157.8525730180807,157.77,157.836
09/18/2024 11:55,157.842,157.869,157.75,157.784
09/18/2024 11:50,157.747,157.843,157.72,157.843
09/18/2024 11:45,157.725,157.742,157.67,157.73
09/18/2024 11:40,157.698,157.77,157.66,157.72
09/18/2024 11:35,157.658,157.7,157.63,157.689
09/18/2024 11:30,157.666,157.681,157.6,157.632
09/18/2024 11:25,157.651,157.682,157.59,157.668
09/18/2024 11:20,157.677,157.68,157.59,157.627
09/18/2024 11:15,157.643,157.69,157.6,157.68
09/18/2024 11:10,157.575,157.606,157.52,157.595
09/18/2024 11:05,157.601,157.61,157.51,157.547
09/18/2024 11:00,157.607,157.634,157.57,157.621
09/18/2024 10:55,157.583,157.619,157.55,157.601
09/18/2024 10:50,157.658,157.671,157.58,157.603
09/18/2024 10:45,157.714,157.74,157.63,157.65
09/18/2024 10:40,157.688,157.712,157.63,157.705
09/18/2024 10:35,157.689,157.706,157.63,157.67
09/18/2024 10:30,157.669,157.68,157.6,157.652
09/18/2024 10:25,157.679,157.685,157.61,157.662
09/18/2024 10:20,157.686,157.71714922049,157.66,157.711
09/18/2024 10:15,157.711,157.742,157.65,157.684
09/18/2024 10:10,157.726,157.74,157.68,157.704
09/18/2024 10:05,157.784,157.826,157.73,157.75
09/18/2024 10:00,157.767,157.797,157.73,157.772
09/18/2024 09:55,157.782,157.8032750362037,157.73,157.763
09/18/2024 09:50,157.749,157.82,157.68,157.79
09/18/2024 09:45,157.808,157.817,157.74,157.771
09/18/2024 09:40,157.82,157.835,157.77,157.804
09/18/2024 09:35,157.799,157.855,157.74,157.766
09/18/2024 09:30,157.75,157.842,157.72,157.84
09/18/2024 09:25,157.702,157.748,157.66,157.735
09/18/2024 09:20,157.714,157.725,157.64,157.692
09/18/2024 09:15,157.722,157.76,157.68,157.729
09/18/2024 09:10,157.65,157.716,157.61,157.703
09/18/2024 09:05,157.734,157.75,157.68,157.69
09/18/2024 09:00,157.719,157.833,157.69,157.727
09/18/2024 08:55,157.771,157.782,157.68,157.717
09/18/2024 08:50,157.698,157.773,157.63,157.767
09/18/2024 08:45,157.698,157.736,157.66,157.71
09/18/2024 08:40,157.708,157.785,157.67,157.775
09/18/2024 08:35,157.76,157.794,157.715,157.719
09/18/2024 08:30,157.83,157.86,157.75,157.77
09/18/2024 08:25,157.896,157.905,157.8,157.831
09/18/2024 08:20,157.95,157.981,157.87,157.92
09/18/2024 08:15,157.958,158.033,157.92,157.984
09/18/2024 08:10,157.945,157.955,157.86,157.888
09/18/2024 08:05,157.869,157.942,157.81,157.939
09/18/2024 08:00,157.923,157.971,157.85,157.905
09/18/2024 07:55,157.771,157.966,157.73,157.924
09/18/2024 07:50,157.788,157.792,157.72,157.77
09/18/2024 07:45,157.726,157.7850742946185,157.68,157.761
09/18/2024 07:40,157.707,157.752,157.69,157.732
09/18/2024 07:35,157.683,157.735,157.65,157.705
09/18/2024 07:30,157.702,157.749,157.63,157.689
09/18/2024 07:25,157.69,157.736,157.64,157.712
09/18/2024 07:20,157.575,157.676,157.55,157.643
09/18/2024 07:15,157.625,157.634,157.52,157.564
09/18/2024 07:10,157.587,157.6144136128566,157.55,157.602
09/18/2024 07:05,157.56,157.631,157.51,157.629
09/18/2024 07:00,157.384,157.532,157.36,157.529
09/18/2024 06:55,157.409,157.416,157.33,157.367
09/18/2024 06:50,157.513,157.532,157.34,157.382
09/18/2024 06:45,157.48,157.542,157.46,157.51
09/18/2024 06:40,157.445,157.451,157.39,157.42
09/18/2024 06:35,157.396,157.448,157.36,157.447
09/18/2024 06:30,157.441,157.442,157.36,157.37
09/18/2024 06:25,157.452,157.474,157.4,157.455
09/18/2024 06:20,157.503,157.541,157.46,157.482
09/18/2024 06:15,157.555,157.593,157.52,157.545
09/18/2024 06:10,157.469,157.593,157.45,157.587
09/18/2024 06:05,157.365,157.451,157.33,157.41
09/18/2024 06:00,157.383,157.41,157.28,157.332
09/18/2024 05:55,157.299,157.375,157.28,157.366
09/18/2024 05:50,157.23,157.296,157.22,157.272
09/18/2024 05:45,157.259,157.285,157.21,157.256
09/18/2024 05:40,157.138,157.256,157.11,157.22
09/18/2024 05:35,157.12,157.185,157.07,157.1
09/18/2024 05:30,157.238,157.25,157.09,157.153
09/18/2024 05:25,157.171,157.253,157.16,157.233
09/18/2024 05:20,157.187,157.189,157.146,157.179
09/18/2024 05:15,157.205,157.22,157.161,157.186
09/18/2024 05:10,157.2,157.24,157.189,157.209
09/18/2024 05:05,157.18,157.222,157.162,157.201
09/18/2024 05:00,157.145,157.192,157.11,157.182
09/18/2024 04:55,157.1,157.153,157.044,157.144
09/18/2024 04:50,157.235,157.24,157.103,157.105
09/18/2024 04:45,157.256,157.296,157.233,157.235
09/18/2024 04:40,157.239,157.278,157.232,157.258
09/18/2024 04:35,157.267,157.29,157.201,157.239
09/18/2024 04:30,157.361,157.361,157.254,157.271
09/18/2024 04:25,157.424,157.437,157.354,157.361
09/18/2024 04:20,157.393,157.466,157.388,157.419
09/18/2024 04:15,157.341,157.413,157.34,157.391
09/18/2024 04:10,157.347,157.355,157.324,157.344
09/18/2024 04:05,157.301,157.344,157.282,157.344
09/18/2024 04:00,157.315,157.34,157.285,157.302
09/18/2024 03:55,157.348,157.361,157.286,157.317
09/18/2024 03:50,157.322,157.363,157.32,157.344
09/18/2024 03:45,157.344,157.355,157.313,157.32
09/18/2024 03:40,157.294,157.343,157.284,157.337
09/18/2024 03:35,157.321,157.337,157.287,157.292
09/18/2024 03:30,157.293,157.313,157.236,157.312
09/18/2024 03:25,157.334,157.344,157.289,157.292
09/18/2024 03:20,157.362,157.367,157.32,157.332
09/18/2024 03:15,157.314,157.37,157.31,157.36
09/18/2024 03:10,157.31,157.357,157.31,157.318
09/18/2024 03:05,157.309,157.334,157.288,157.311
09/18/2024 03:00,157.423,157.427,157.296,157.312
09/18/2024 02:55,157.397,157.441,157.381,157.426
09/18/2024 02:50,157.369,157.413,157.321,157.394
09/18/2024 02:45,157.359,157.377,157.339,157.372
09/18/2024 02:40,157.381,157.382,157.318,157.359
09/18/2024 02:35,157.401,157.415,157.35,157.38
09/18/2024 02:30,157.484,157.494,157.392,157.405
09/18/2024 02:25,157.447,157.505,157.437,157.485
09/18/2024 02:20,157.472,157.502,157.434,157.442
09/18/2024 02:15,157.528,157.54,157.462,157.473
09/18/2024 02:10,157.523,157.569,157.513,157.527
09/18/2024 02:05,157.504,157.551,157.489,157.517
09/18/2024 02:00,157.478,157.507,157.439,157.506
09/18/2024 01:55,157.528,157.533,157.442,157.476
09/18/2024 01:50,157.582,157.603,157.524,157.526
09/18/2024 01:45,157.573,157.602,157.524,157.584
09/18/2024 01:40,157.696,157.7,157.558,157.573
09/18/2024 01:35,157.651,157.702,157.608,157.695
09/18/2024 01:30,157.719,157.73,157.618,157.653
09/18/2024 01:25,157.723,157.735,157.692,157.708
09/18/2024 01:20,157.71,157.728,157.642,157.725
09/18/2024 01:15,157.663,157.716,157.641,157.707
09/18/2024 01:10,157.647,157.669,157.599,157.66
09/18/2024 01:05,157.579,157.672,157.563,157.649
09/18/2024 01:00,157.612,157.671,157.55,157.579
09/18/2024 00:55,157.562,157.635,157.553,157.614
09/18/2024 00:50,157.754,157.803,157.549,157.576
09/18/2024 00:45,157.735,157.784,157.729,157.76
09/18/2024 00:40,157.693,157.772,157.675,157.729
09/18/2024 00:35,157.702,157.718,157.67,157.696
09/18/2024 00:30,157.765,157.788,157.696,157.706
09/18/2024 00:25,157.773,157.786,157.713,157.769
09/18/2024 00:20,157.803,157.848,157.764,157.769
09/18/2024 00:15,157.782,157.806,157.718,157.806
09/18/2024 00:10,157.766,157.839,157.743,157.774
09/18/2024 00:05,157.832,157.864,157.759,157.766
09/18/2024 00:00,157.939,157.961,157.795,157.828
09/17/2024 23:55,157.924,157.988,157.915,157.944
09/17/2024 23:50,157.913,157.94,157.897,157.924
09/17/2024 23:45,157.862,157.913,157.835,157.913
09/17/2024 23:40,157.833,157.882,157.833,157.855
09/17/2024 23:35,157.853,157.888,157.833,157.836
09/17/2024 23:30,157.913,157.945,157.844,157.852
09/17/2024 23:25,157.913,157.93,157.878,157.915
09/17/2024 23:20,157.867,157.945,157.865,157.913
09/17/2024 23:15,157.889,157.909,157.848,157.862
09/17/2024 23:10,157.893,157.931,157.844,157.891
09/17/2024 23:05,157.942,157.942,157.875,157.89
09/17/2024 23:00,157.925,157.99,157.921,157.937
09/17/2024 22:55,157.947,157.953,157.901,157.929
09/17/2024 22:50,157.987,157.99,157.891,157.948
09/17/2024 22:45,158.025,158.025,157.964,157.984
09/17/2024 22:40,158.041,158.058,158.023,158.024
09/17/2024 22:35,158.09,158.096,158.033,158.045
09/17/2024 22:30,158.118,158.135,158.062,158.092
09/17/2024 22:25,158.151,158.16,158.116,158.116
09/17/2024 22:20,158.147,158.16,158.144,158.155
09/17/2024 22:15,158.159,158.17,158.144,158.145
09/17/2024 22:10,158.134,158.163,158.131,158.157
09/17/2024 22:05,158.209,158.213,158.123,158.134
09/17/2024 22:00,158.19,158.229,158.189,158.208
09/17/2024 21:55,158.183,158.197,158.182,158.191
09/17/2024 21:50,158.187,158.194,158.184,158.193
09/17/2024 21:45,158.201,158.207,158.165,158.191
09/17/2024 21:40,158.193,158.212,158.193,158.207
09/17/2024 21:35,158.21,158.215,158.192,158.196
09/17/2024 21:30,158.199,158.211,158.197,158.21
09/17/2024 21:25,158.188,158.212,158.177,158.2
09/17/2024 21:20,158.188,158.197,158.181,158.186
09/17/2024 21:15,158.222,158.233,158.176,158.189
09/17/2024 21:10,158.233,158.261,158.206,158.256
09/17/2024 21:05,158.2,158.24,158.193,158.234
09/17/2024 21:00,158.222,158.23,158.17,158.196
09/17/2024 20:55,158.255,158.267,158.232,158.261
09/17/2024 20:50,158.296,158.311,158.242,158.252
09/17/2024 20:45,158.292,158.326,158.27,158.296
09/17/2024 20:40,158.274,158.302,158.264,158.298
09/17/2024 20:35,158.219,158.276,158.194,158.276
09/17/2024 20:30,158.125,158.229,158.125,158.219
09/17/2024 20:25,158.084,158.136,158.069,158.127
09/17/2024 20:20,158.119,158.121,158.07,158.085
09/17/2024 20:15,158.145,158.159,158.103,158.116
09/17/2024 20:10,158.145,158.175,158.134,158.144
09/17/2024 20:05,158.131,158.181,158.128,158.144
09/17/2024 20:00,158.092,158.146,158.091,158.133
09/17/2024 19:55,158.052,158.105,158.039,158.098
09/17/2024 19:50,158.104,158.111,158.046,158.052
09/17/2024 19:45,158.025,158.099,158.025,158.092
09/17/2024 19:40,158.082,158.082,158.022,158.036
09/17/2024 19:35,158.026,158.159,158.024,158.076
09/17/2024 19:30,158.016,158.035,157.959,158.025
09/17/2024 19:25,157.948,158.066,157.948,158.019
09/17/2024 19:20,157.921,157.974,157.906,157.954
09/17/2024 19:15,157.848,157.93,157.841,157.922
09/17/2024 19:10,157.761,157.858,157.749,157.845
09/17/2024 19:05,157.734,157.764,157.704,157.764
09/17/2024 19:00,157.724,157.743,157.699,157.729
09/17/2024 18:55,157.777,157.785,157.705,157.726
09/17/2024 18:50,157.769,157.782,157.707,157.778
09/17/2024 18:45,157.808,157.82,157.757,157.767
09/17/2024 18:40,157.75,157.821,157.736,157.814
09/17/2024 18:35,157.772,157.8,157.73,157.749
09/17/2024 18:30,157.758,157.778,157.733,157.773
09/17/2024 18:25,157.781,157.791,157.726,157.756
09/17/2024 18:20,157.779,157.808,157.755,157.786
09/17/2024 18:15,157.762,157.821,157.762,157.78
09/17/2024 18:10,157.831,157.833,157.765,157.765
09/17/2024 18:05,157.803,157.836,157.799,157.825
09/17/2024 18:00,157.746,157.816,157.728,157.801
09/17/2024 17:55,157.747,157.751,157.716,157.739
09/17/2024 17:50,157.729,157.75,157.701,157.745
09/17/2024 17:45,157.682,157.73,157.634,157.728
09/17/2024 17:40,157.722,157.728,157.666,157.691
09/17/2024 17:35,157.761,157.789,157.709,157.723
09/17/2024 17:30,157.77,157.826,157.754,157.765
09/17/2024 17:25,157.75,157.822,157.729,157.77
09/17/2024 17:20,157.671,157.759,157.668,157.749
09/17/2024 17:15,157.637,157.695,157.604,157.679
09/17/2024 17:10,157.711,157.74,157.633,157.646
09/17/2024 17:05,157.659,157.744,157.655,157.712
09/17/2024 17:00,157.594,157.67,157.583,157.663
09/17/2024 16:55,157.647,157.707,157.572,157.6
09/17/2024 16:50,157.608,157.66,157.556,157.649
09/17/2024 16:45,157.672,157.685,157.553,157.608
09/17/2024 16:40,157.733,157.74,157.663,157.668
09/17/2024 16:35,157.822,157.843,157.723,157.732
09/17/2024 16:30,157.823,157.862,157.803,157.822
09/17/2024 16:25,157.7,157.827,157.7,157.818
09/17/2024 16:20,157.655,157.699,157.617,157.699
09/17/2024 16:15,157.705,157.726,157.647,157.656
09/17/2024 16:10,157.65,157.709,157.614,157.706
09/17/2024 16:05,157.63,157.657,157.616,157.653
09/17/2024 16:00,157.613,157.65,157.604,157.64
09/17/2024 15:55,157.572,157.618,157.546,157.614
09/17/2024 15:50,157.605,157.613,157.566,157.566
09/17/2024 15:45,157.636,157.651,157.567,157.601
09/17/2024 15:40,157.596,157.677,157.59,157.635
09/17/2024 15:35,157.55,157.622,157.55,157.596
09/17/2024 15:30,157.596,157.604,157.546,157.551
09/17/2024 15:25,157.594,157.649,157.587,157.593
09/17/2024 15:20,157.551,157.613,157.518,157.599
09/17/2024 15:15,157.437,157.578,157.434,157.552
09/17/2024 15:10,157.537,157.537,157.398,157.433
09/17/2024 15:05,157.508,157.554,157.5,157.543
09/17/2024 15:00,157.633,157.633,157.487,157.501
09/17/2024 14:55,157.796,157.796,157.595,157.624
09/17/2024 14:50,157.802,157.877,157.742,157.799
09/17/2024 14:45,157.666,157.806,157.644,157.799
09/17/2024 14:40,157.707,157.75,157.647,157.664
09/17/2024 14:35,157.695,157.715,157.57,157.705
09/17/2024 14:30,157.605,157.774,157.605,157.7
09/17/2024 14:25,157.566,157.612,157.533,157.609
09/17/2024 14:20,157.617,157.638,157.525,157.56
09/17/2024 14:15,157.675,157.675,157.518,157.62
09/17/2024 14:10,157.486,157.753,157.46,157.654
09/17/2024 14:05,157.48,157.533,157.451,157.485
09/17/2024 14:00,157.341,157.483,157.334,157.474
09/17/2024 13:55,157.413,157.46,157.334,157.344
09/17/2024 13:50,157.252,157.425,157.248,157.408
09/17/2024 13:45,157.121,157.288,157.121,157.254
09/17/2024 13:40,157.076,157.115,157.004,157.111
09/17/2024 13:35,156.97,157.078,156.887,157.078
09/17/2024 13:30,156.943,157.094,156.912,156.967
09/17/2024 13:25,156.91,157.005,156.898,156.948
09/17/2024 13:20,156.82,156.965,156.817,156.903
09/17/2024 13:15,156.737,156.829,156.737,156.821
09/17/2024 13:10,156.839,156.902,156.727,156.738
09/17/2024 13:05,156.861,156.887,156.77,156.85
09/17/2024 13:00,156.825,156.903,156.799,156.851
09/17/2024 12:55,156.796,156.94,156.796,156.823
09/17/2024 12:50,156.702,156.827,156.699,156.79
09/17/2024 12:45,156.769,156.794,156.653,156.708
09/17/2024 12:40,156.77,156.841,156.727,156.768
09/17/2024 12:35,156.773,156.802,156.673,156.766
09/17/2024 12:30,156.681,156.92,156.61,156.77
09/17/2024 12:25,156.624,156.733,156.571,156.688
09/17/2024 12:20,156.7,156.707,156.606,156.624
09/17/2024 12:15,156.718,156.725,156.69,156.702
09/17/2024 12:10,156.705,156.75,156.695,156.715
09/17/2024 12:05,156.669,156.712,156.661,156.702
09/17/2024 12:00,156.616,156.691,156.608,156.672
09/17/2024 11:55,156.586,156.637,156.569,156.608
09/17/2024 11:50,156.542,156.611,156.533,156.58
09/17/2024 11:45,156.547,156.565,156.506,156.54
09/17/2024 11:40,156.571,156.587,156.542,156.55
09/17/2024 11:35,156.592,156.593,156.496,156.57
09/17/2024 11:30,156.587,156.615,156.562,156.597
09/17/2024 11:25,156.599,156.629,156.578,156.588
09/17/2024 11:20,156.58,156.613,156.565,156.608
09/17/2024 11:15,156.618,156.632,156.563,156.582
09/17/2024 11:10,156.634,156.637,156.601,156.613
09/17/2024 11:05,156.667,156.683,156.614,156.63
09/17/2024 11:00,156.618,156.677,156.618,156.67
09/17/2024 10:55,156.618,156.638,156.551,156.624
09/17/2024 10:50,156.612,156.633,156.608,156.621
09/17/2024 10:45,156.615,156.618,156.58,156.611
09/17/2024 10:40,156.561,156.615,156.542,156.615
09/17/2024 10:35,156.638,156.643,156.559,156.56
09/17/2024 10:30,156.645,156.67,156.619,156.638
09/17/2024 10:25,156.607,156.658,156.596,156.646
09/17/2024 10:20,156.608,156.633,156.595,156.604
09/17/2024 10:15,156.583,156.61,156.564,156.603
09/17/2024 10:10,156.621,156.625,156.586,156.586
09/17/2024 10:05,156.595,156.624,156.592,156.621
09/17/2024 10:00,156.647,156.659,156.58,156.599
09/17/2024 09:55,156.595,156.651,156.595,156.646
09/17/2024 09:50,156.549,156.602,156.543,156.597
09/17/2024 09:45,156.517,156.584,156.516,156.553
09/17/2024 09:40,156.521,156.522,156.477,156.516
09/17/2024 09:35,156.574,156.579,156.499,156.516
09/17/2024 09:30,156.579,156.613,156.564,156.575
09/17/2024 09:25,156.549,156.603,156.549,156.583
09/17/2024 09:20,156.562,156.577,156.484,156.548
09/17/2024 09:15,156.53,156.578,156.523,156.563
09/17/2024 09:10,156.529,156.55,156.503,156.53
09/17/2024 09:05,156.538,156.602,156.517,156.535
09/17/2024 09:00,156.663,156.663,156.523,156.541
09/17/2024 08:55,156.657,156.734,156.649,156.663
09/17/2024 08:50,156.536,156.664,156.535,156.656
09/17/2024 08:45,156.573,156.581,156.522,156.536
09/17/2024 08:40,156.438,156.572,156.436,156.568
09/17/2024 08:35,156.427,156.491,156.414,156.426
09/17/2024 08:30,156.489,156.496,156.43,156.434
09/17/2024 08:25,156.536,156.536,156.481,156.489
09/17/2024 08:20,156.556,156.581,156.52,156.529
09/17/2024 08:15,156.668,156.671,156.554,156.56
09/17/2024 08:10,156.61,156.672,156.597,156.665
09/17/2024 08:05,156.616,156.625,156.526,156.61
09/17/2024 08:00,156.568,156.633,156.556,156.614
09/17/2024 07:55,156.511,156.607,156.505,156.571
09/17/2024 07:50,156.469,156.521,156.444,156.503
09/17/2024 07:45,156.393,156.482,156.32,156.471
09/17/2024 07:40,156.358,156.431,156.345,156.393
09/17/2024 07:35,156.315,156.376,156.315,156.351
09/17/2024 07:30,156.251,156.318,156.249,156.317
09/17/2024 07:25,156.168,156.276,156.15,156.251
09/17/2024 07:20,156.153,156.186,156.1,156.182
09/17/2024 07:15,156.075,156.165,156.043,156.153
09/17/2024 07:10,156.203,156.216,156.052,156.073
09/17/2024 07:05,156.354,156.354,156.181,156.201
09/17/2024 07:00,156.451,156.47,156.33,156.354
09/17/2024 06:55,156.453,156.503,156.433,156.447
09/17/2024 06:50,156.528,156.528,156.434,156.461
09/17/2024 06:45,156.424,156.529,156.416,156.525
09/17/2024 06:40,156.49,156.49,156.417,156.423
09/17/2024 06:35,156.473,156.512,156.455,156.486
09/17/2024 06:30,156.439,156.509,156.412,156.472
09/17/2024 06:25,156.439,156.47,156.398,156.437
09/17/2024 06:20,156.504,156.516,156.432,156.442
09/17/2024 06:15,156.497,156.544,156.435,156.486
09/17/2024 06:10,156.455,156.509,156.441,156.5
09/17/2024 06:05,156.436,156.521,156.436,156.457
09/17/2024 06:00,156.55,156.587,156.437,156.439
09/17/2024 05:55,156.528,156.611,156.482,156.554
09/17/2024 05:50,156.406,156.538,156.387,156.529
09/17/2024 05:45,156.421,156.421,156.35,156.404
09/17/2024 05:40,156.411,156.421,156.354,156.417
09/17/2024 05:35,156.393,156.449,156.389,156.42
09/17/2024 05:30,156.509,156.533,156.389,156.397
09/17/2024 05:25,156.599,156.614,156.497,156.505
09/17/2024 05:20,156.6,156.605,156.546,156.597
09/17/2024 05:15,156.567,156.607,156.558,156.591
