Date,Open,High,Low,Close
09/17/2024 05:10,156.561,156.595,156.53,156.569
09/17/2024 05:05,156.549,156.607,156.548,156.563
09/17/2024 05:00,156.497,156.593,156.497,156.549
09/17/2024 04:55,156.445,156.506,156.429,156.492
09/17/2024 04:50,156.506,156.515,156.437,156.437
09/17/2024 04:45,156.45,156.51,156.443,156.51
09/17/2024 04:40,156.436,156.462,156.409,156.448
09/17/2024 04:35,156.516,156.539,156.429,156.432
09/17/2024 04:30,156.516,156.535,156.485,156.512
09/17/2024 04:25,156.532,156.549,156.487,156.514
09/17/2024 04:20,156.527,156.535,156.494,156.531
09/17/2024 04:15,156.508,156.543,156.508,156.53
09/17/2024 04:10,156.486,156.55,156.464,156.513
09/17/2024 04:05,156.425,156.497,156.371,156.493
09/17/2024 04:00,156.396,156.472,156.396,156.427
09/17/2024 03:55,156.37,156.425,156.369,156.4
09/17/2024 03:50,156.352,156.433,156.348,156.367
09/17/2024 03:45,156.398,156.435,156.359,156.359
09/17/2024 03:40,156.36,156.407,156.312,156.402
09/17/2024 03:35,156.426,156.429,156.329,156.359
09/17/2024 03:30,156.366,156.435,156.366,156.427
09/17/2024 03:25,156.318,156.367,156.315,156.365
09/17/2024 03:20,156.377,156.377,156.304,156.321
09/17/2024 03:15,156.419,156.441,156.351,156.372
09/17/2024 03:10,156.468,156.498,156.416,156.418
09/17/2024 03:05,156.437,156.475,156.421,156.465
09/17/2024 03:00,156.419,156.455,156.406,156.438
09/17/2024 02:55,156.405,156.448,156.366,156.42
09/17/2024 02:50,156.36,156.414,156.36,156.406
09/17/2024 02:45,156.3,156.374,156.287,156.361
09/17/2024 02:40,156.236,156.306,156.226,156.296
09/17/2024 02:35,156.186,156.251,156.182,156.239
09/17/2024 02:30,156.219,156.244,156.177,156.184
09/17/2024 02:25,156.246,156.27,156.215,156.224
09/17/2024 02:20,156.251,156.302,156.229,156.249
09/17/2024 02:15,156.188,156.277,156.188,156.252
09/17/2024 02:10,156.187,156.225,156.147,156.191
09/17/2024 02:05,156.257,156.266,156.176,156.194
09/17/2024 02:00,156.285,156.3,156.217,156.255
09/17/2024 01:55,156.201,156.31,156.2,156.279
09/17/2024 01:50,156.294,156.328,156.17,156.201
09/17/2024 01:45,156.291,156.305,156.266,156.297
09/17/2024 01:40,156.303,156.316,156.262,156.288
09/17/2024 01:35,156.287,156.339,156.216,156.303
09/17/2024 01:30,156.242,156.293,156.23,156.289
09/17/2024 01:25,156.216,156.246,156.178,156.24
09/17/2024 01:20,156.265,156.265,156.172,156.215
09/17/2024 01:15,156.299,156.351,156.212,156.255
09/17/2024 01:10,156.356,156.374,156.222,156.304
09/17/2024 01:05,156.446,156.465,156.355,156.355
09/17/2024 01:00,156.456,156.472,156.378,156.454
09/17/2024 00:55,156.481,156.527,156.453,156.459
09/17/2024 00:50,156.523,156.55,156.381,156.478
09/17/2024 00:45,156.461,156.533,156.455,156.527
09/17/2024 00:40,156.461,156.491,156.422,156.458
09/17/2024 00:35,156.432,156.472,156.348,156.454
09/17/2024 00:30,156.512,156.515,156.342,156.422
09/17/2024 00:25,156.531,156.579,156.495,156.513
09/17/2024 00:20,156.539,156.565,156.507,156.535
09/17/2024 00:15,156.488,156.577,156.471,156.54
09/17/2024 00:10,156.528,156.591,156.489,156.489
09/17/2024 00:05,156.622,156.624,156.525,156.527
09/17/2024 00:00,156.685,156.75,156.615,156.615
09/16/2024 23:55,156.723,156.727,156.654,156.698
09/16/2024 23:50,156.728,156.736,156.675,156.726
09/16/2024 23:45,156.746,156.823,156.71,156.73
09/16/2024 23:40,156.777,156.818,156.742,156.749
09/16/2024 23:35,156.8,156.835,156.747,156.782
09/16/2024 23:30,156.767,156.821,156.736,156.793
09/16/2024 23:25,156.863,156.881,156.761,156.772
09/16/2024 23:20,156.938,156.959,156.869,156.87
09/16/2024 23:15,156.826,157.097,156.805,156.955
09/16/2024 23:10,156.813,156.839,156.796,156.831
09/16/2024 23:05,156.746,156.822,156.725,156.821
09/16/2024 23:00,156.745,156.747,156.637,156.747
09/16/2024 22:55,156.702,156.746,156.698,156.74
09/16/2024 22:50,156.677,156.72,156.668,156.704
09/16/2024 22:45,156.679,156.681,156.661,156.676
09/16/2024 22:40,156.633,156.683,156.613,156.677
09/16/2024 22:35,156.586,156.647,156.586,156.638
09/16/2024 22:30,156.534,156.603,156.533,156.591
09/16/2024 22:25,156.535,156.553,156.512,156.526
09/16/2024 22:20,156.556,156.562,156.523,156.536
09/16/2024 22:15,156.583,156.591,156.542,156.552
09/16/2024 22:10,156.542,156.588,156.539,156.585
09/16/2024 22:05,156.587,156.587,156.524,156.541
09/16/2024 22:00,156.516,156.6,156.513,156.587
09/16/2024 21:55,156.517,156.518,156.505,156.508
09/16/2024 21:50,156.518,156.52,156.508,156.518
09/16/2024 21:45,156.513,156.518,156.51,156.516
09/16/2024 21:40,156.51,156.517,156.508,156.516
09/16/2024 21:35,156.511,156.517,156.507,156.514
09/16/2024 21:30,156.512,156.518,156.496,156.514
09/16/2024 21:25,156.505,156.519,156.494,156.511
09/16/2024 21:20,156.509,156.51,156.496,156.505
09/16/2024 21:15,156.472,156.512,156.467,156.51
09/16/2024 21:10,156.499,156.504,156.464,156.475
09/16/2024 21:05,156.497,156.506,156.484,156.499
09/16/2024 21:00,156.5,156.514,156.498,156.509
09/16/2024 20:55,156.497,156.534,156.497,156.532
09/16/2024 20:50,156.531,156.536,156.495,156.495
09/16/2024 20:45,156.534,156.541,156.522,156.528
09/16/2024 20:40,156.513,156.537,156.506,156.531
09/16/2024 20:35,156.521,156.527,156.508,156.515
09/16/2024 20:30,156.525,156.542,156.51,156.519
09/16/2024 20:25,156.519,156.538,156.513,156.518
09/16/2024 20:20,156.547,156.547,156.517,156.519
09/16/2024 20:15,156.533,156.566,156.531,156.547
09/16/2024 20:10,156.539,156.545,156.522,156.534
09/16/2024 20:05,156.535,156.568,156.534,156.536
09/16/2024 20:00,156.58,156.591,156.507,156.54
09/16/2024 19:55,156.612,156.623,156.58,156.585
09/16/2024 19:50,156.621,156.64,156.594,156.605
09/16/2024 19:45,156.605,156.63,156.599,156.623
09/16/2024 19:40,156.606,156.623,156.59,156.601
09/16/2024 19:35,156.646,156.659,156.599,156.61
09/16/2024 19:30,156.625,156.665,156.607,156.644
09/16/2024 19:25,156.628,156.644,156.618,156.625
09/16/2024 19:20,156.646,156.657,156.612,156.627
09/16/2024 19:15,156.609,156.649,156.602,156.643
09/16/2024 19:10,156.57,156.618,156.567,156.611
09/16/2024 19:05,156.541,156.586,156.534,156.571
09/16/2024 19:00,156.48,156.552,156.478,156.539
09/16/2024 18:55,156.432,156.509,156.421,156.485
09/16/2024 18:50,156.393,156.432,156.387,156.429
09/16/2024 18:45,156.411,156.411,156.382,156.395
09/16/2024 18:40,156.467,156.468,156.411,156.411
09/16/2024 18:35,156.483,156.486,156.456,156.466
09/16/2024 18:30,156.455,156.485,156.447,156.474
09/16/2024 18:25,156.5,156.509,156.456,156.46
09/16/2024 18:20,156.444,156.538,156.443,156.505
09/16/2024 18:15,156.416,156.448,156.413,156.445
09/16/2024 18:10,156.431,156.457,156.403,156.408
09/16/2024 18:05,156.415,156.454,156.402,156.437
09/16/2024 18:00,156.479,156.499,156.409,156.409
09/16/2024 17:55,156.409,156.491,156.409,156.477
09/16/2024 17:50,156.422,156.445,156.402,156.41
09/16/2024 17:45,156.481,156.498,156.419,156.419
09/16/2024 17:40,156.46,156.485,156.446,156.48
09/16/2024 17:35,156.447,156.484,156.431,156.459
09/16/2024 17:30,156.457,156.471,156.428,156.445
09/16/2024 17:25,156.447,156.458,156.41,156.458
09/16/2024 17:20,156.474,156.474,156.437,156.447
09/16/2024 17:15,156.495,156.51,156.462,156.468
09/16/2024 17:10,156.457,156.505,156.457,156.496
09/16/2024 17:05,156.479,156.508,156.452,156.46
09/16/2024 17:00,156.521,156.521,156.475,156.48
09/16/2024 16:55,156.485,156.526,156.478,156.518
09/16/2024 16:50,156.522,156.533,156.48,156.49
09/16/2024 16:45,156.554,156.587,156.517,156.521
09/16/2024 16:40,156.579,156.618,156.547,156.551
09/16/2024 16:35,156.589,156.603,156.559,156.577
09/16/2024 16:30,156.647,156.668,156.565,156.596
09/16/2024 16:25,156.552,156.653,156.552,156.646
09/16/2024 16:20,156.565,156.565,156.506,156.557
09/16/2024 16:15,156.61,156.625,156.555,156.562
09/16/2024 16:10,156.567,156.62,156.567,156.612
09/16/2024 16:05,156.581,156.605,156.562,156.572
09/16/2024 16:00,156.602,156.629,156.562,156.582
09/16/2024 15:55,156.607,156.644,156.571,156.605
09/16/2024 15:50,156.644,156.659,156.582,156.607
09/16/2024 15:45,156.526,156.652,156.502,156.65
09/16/2024 15:40,156.507,156.537,156.454,156.515
09/16/2024 15:35,156.573,156.583,156.495,156.507
09/16/2024 15:30,156.421,156.597,156.421,156.572
09/16/2024 15:25,156.425,156.471,156.404,156.418
09/16/2024 15:20,156.329,156.428,156.328,156.428
09/16/2024 15:15,156.409,156.424,156.326,156.328
09/16/2024 15:10,156.388,156.505,156.386,156.412
09/16/2024 15:05,156.235,156.393,156.233,156.393
09/16/2024 15:00,156.227,156.251,156.186,156.234
09/16/2024 14:55,156.195,156.253,156.183,156.227
09/16/2024 14:50,156.18,156.209,156.132,156.193
09/16/2024 14:45,156.188,156.224,156.14,156.183
09/16/2024 14:40,156.187,156.261,156.181,156.187
09/16/2024 14:35,156.257,156.31,156.169,156.18
09/16/2024 14:30,156.37,156.37,156.201,156.252
09/16/2024 14:25,156.361,156.393,156.331,156.376
09/16/2024 14:20,156.425,156.436,156.348,156.366
09/16/2024 14:15,156.353,156.438,156.353,156.424
09/16/2024 14:10,156.493,156.498,156.332,156.351
09/16/2024 14:05,156.395,156.493,156.369,156.488
09/16/2024 14:00,156.325,156.45,156.312,156.392
09/16/2024 13:55,156.284,156.323,156.231,156.322
09/16/2024 13:50,156.325,156.347,156.258,156.289
09/16/2024 13:45,156.324,156.352,156.244,156.327
09/16/2024 13:40,156.315,156.39,156.31,156.32
09/16/2024 13:35,156.31,156.334,156.192,156.326
09/16/2024 13:30,156.26,156.388,156.19,156.305
09/16/2024 13:25,156.217,156.271,156.201,156.252
09/16/2024 13:20,156.211,156.271,156.192,156.216
09/16/2024 13:15,156.22,156.257,156.173,156.202
09/16/2024 13:10,156.083,156.238,156.073,156.222
09/16/2024 13:05,156.071,156.099,156.023,156.083
09/16/2024 13:00,156.007,156.108,155.996,156.067
09/16/2024 12:55,156.045,156.092,155.985,156.013
09/16/2024 12:50,156.152,156.179,156.042,156.045
09/16/2024 12:45,156.055,156.162,156.02,156.157
09/16/2024 12:40,155.997,156.128,155.98,156.066
09/16/2024 12:35,155.724,156.045,155.704,155.992
09/16/2024 12:30,155.614,155.734,155.614,155.716
09/16/2024 12:25,155.589,155.645,155.537,155.627
09/16/2024 12:20,155.642,155.67,155.581,155.586
09/16/2024 12:15,155.647,155.68,155.611,155.635
09/16/2024 12:10,155.651,155.691,155.621,155.644
09/16/2024 12:05,155.603,155.674,155.57,155.653
09/16/2024 12:00,155.597,155.604,155.504,155.597
09/16/2024 11:55,155.77,155.77,155.601,155.605
09/16/2024 11:50,155.759,155.787,155.734,155.769
09/16/2024 11:45,155.786,155.83,155.755,155.76
09/16/2024 11:40,155.774,155.806,155.75,155.782
09/16/2024 11:35,155.798,155.802,155.755,155.77
09/16/2024 11:30,155.788,155.808,155.752,155.796
09/16/2024 11:25,155.816,155.844,155.748,155.793
09/16/2024 11:20,155.764,155.853,155.751,155.82
09/16/2024 11:15,155.762,155.79,155.701,155.768
09/16/2024 11:10,155.785,155.786,155.736,155.761
09/16/2024 11:05,155.78,155.803,155.725,155.783
09/16/2024 11:00,155.843,155.863,155.779,155.786
09/16/2024 10:55,155.864,155.885,155.844,155.845
09/16/2024 10:50,155.773,155.902,155.771,155.864
09/16/2024 10:45,155.816,155.826,155.758,155.775
09/16/2024 10:40,155.767,155.857,155.759,155.818
09/16/2024 10:35,155.807,155.855,155.766,155.768
09/16/2024 10:30,155.885,155.909,155.807,155.809
09/16/2024 10:25,155.89,155.928,155.878,155.879
09/16/2024 10:20,155.97,156.007,155.885,155.897
09/16/2024 10:15,155.984,156.011,155.927,155.973
09/16/2024 10:10,155.901,155.991,155.883,155.983
09/16/2024 10:05,155.851,155.903,155.836,155.898
09/16/2024 10:00,155.919,155.919,155.828,155.853
09/16/2024 09:55,155.938,155.972,155.897,155.91
09/16/2024 09:50,155.928,155.973,155.912,155.935
09/16/2024 09:45,155.895,155.974,155.889,155.928
09/16/2024 09:40,155.834,155.897,155.834,155.895
09/16/2024 09:35,155.776,155.869,155.776,155.834
09/16/2024 09:30,155.725,155.774,155.692,155.763
09/16/2024 09:25,155.703,155.745,155.693,155.733
09/16/2024 09:20,155.734,155.775,155.698,155.703
09/16/2024 09:15,155.676,155.764,155.661,155.733
09/16/2024 09:10,155.664,155.713,155.645,155.676
09/16/2024 09:05,155.57,155.669,155.561,155.664
09/16/2024 09:00,155.551,155.584,155.536,155.569
09/16/2024 08:55,155.526,155.56,155.487,155.55
09/16/2024 08:50,155.5,155.555,155.5,155.526
09/16/2024 08:45,155.499,155.532,155.467,155.497
09/16/2024 08:40,155.584,155.591,155.491,155.495
09/16/2024 08:35,155.527,155.598,155.514,155.581
09/16/2024 08:30,155.478,155.551,155.448,155.533
09/16/2024 08:25,155.469,155.516,155.458,155.48
09/16/2024 08:20,155.424,155.507,155.401,155.468
09/16/2024 08:15,155.431,155.435,155.374,155.418
09/16/2024 08:10,155.45,155.453,155.399,155.429
09/16/2024 08:05,155.533,155.54,155.439,155.446
09/16/2024 08:00,155.469,155.539,155.425,155.527
09/16/2024 07:55,155.431,155.516,155.396,155.471
09/16/2024 07:50,155.4,155.457,155.394,155.428
09/16/2024 07:45,155.347,155.405,155.32,155.397
09/16/2024 07:40,155.257,155.355,155.246,155.351
09/16/2024 07:35,155.241,155.29,155.195,155.242
09/16/2024 07:30,155.238,155.268,155.162,155.244
09/16/2024 07:25,155.233,155.275,155.158,155.24
09/16/2024 07:20,155.247,155.323,155.239,155.239
09/16/2024 07:15,155.417,155.421,155.242,155.246
09/16/2024 07:10,155.42,155.456,155.364,155.413
09/16/2024 07:05,155.443,155.5,155.412,155.421
09/16/2024 07:00,155.443,155.469,155.309,155.446
09/16/2024 06:55,155.34,155.441,155.329,155.441
09/16/2024 06:50,155.343,155.394,155.306,155.321
09/16/2024 06:45,155.41,155.428,155.261,155.367
09/16/2024 06:40,155.523,155.533,155.321,155.407
09/16/2024 06:35,155.552,155.573,155.507,155.523
09/16/2024 06:30,155.601,155.621,155.528,155.557
09/16/2024 06:25,155.534,155.606,155.531,155.599
09/16/2024 06:20,155.517,155.579,155.517,155.537
09/16/2024 06:15,155.571,155.632,155.475,155.514
09/16/2024 06:10,155.555,155.611,155.533,155.573
09/16/2024 06:05,155.536,155.577,155.444,155.565
09/16/2024 06:00,155.586,155.619,155.523,155.532
09/16/2024 05:55,155.473,155.583,155.446,155.58
09/16/2024 05:50,155.491,155.512,155.468,155.474
09/16/2024 05:45,155.534,155.561,155.492,155.492
09/16/2024 05:40,155.527,155.58,155.515,155.534
09/16/2024 05:35,155.538,155.561,155.495,155.529
09/16/2024 05:30,155.536,155.588,155.501,155.541
09/16/2024 05:25,155.546,155.56,155.512,155.533
09/16/2024 05:20,155.596,155.598,155.523,155.549
09/16/2024 05:15,155.652,155.667,155.588,155.595
09/16/2024 05:10,155.649,155.67,155.592,155.656
09/16/2024 05:05,155.505,155.64,155.478,155.636
09/16/2024 05:00,155.598,155.598,155.488,155.5
09/16/2024 04:55,155.642,155.666,155.575,155.599
09/16/2024 04:50,155.567,155.648,155.558,155.641
09/16/2024 04:45,155.648,155.659,155.549,155.566
09/16/2024 04:40,155.671,155.703,155.632,155.643
09/16/2024 04:35,155.573,155.675,155.57,155.669
09/16/2024 04:30,155.599,155.613,155.551,155.571
09/16/2024 04:25,155.633,155.64,155.588,155.601
09/16/2024 04:20,155.57,155.635,155.55,155.634
09/16/2024 04:15,155.55,155.578,155.517,155.567
09/16/2024 04:10,155.419,155.557,155.415,155.554
09/16/2024 04:05,155.523,155.556,155.402,155.414
09/16/2024 04:00,155.597,155.618,155.511,155.523
09/16/2024 03:55,155.569,155.601,155.542,155.59
09/16/2024 03:50,155.49,155.58,155.488,155.566
09/16/2024 03:45,155.563,155.573,155.488,155.5
09/16/2024 03:40,155.542,155.57,155.506,155.557
09/16/2024 03:35,155.612,155.619,155.47,155.547
09/16/2024 03:30,155.638,155.645,155.546,155.614
